datetime,rainfall,waterlevel
2023-08-11 21:27:16,0,10
2023-08-11 21:27:19,0,10
2023-08-11 21:27:22,0,10
2023-08-11 21:27:25,0,10
2023-08-11 21:27:28,0,10
2023-08-11 21:27:31,0,10
2023-08-11 21:27:34,0,10
2023-08-11 21:27:37,0,10
2023-08-11 21:27:40,0,10
2023-08-11 21:27:43,0,10
2023-08-11 21:27:47,0,10
2023-08-11 21:27:50,0,10
2023-08-11 21:27:53,0,10
2023-08-11 21:27:56,0,10
2023-08-11 21:27:59,0,10
2023-08-11 21:28:02,0,10
2023-08-11 21:28:05,0,10
2023-08-11 21:28:08,0,10
2023-08-11 21:28:11,0,10
2023-08-11 21:28:14,0,10
